Address,Occupied,Vacant,Owned_Loan,Owned_Clear,Renter_Occupied,TotalVacant_HUnits,ForRent,Rented_NotOccupied,ForSale,Sold_NotOccupied,Occasional_Use,MigrantWorkers,OtherVacant,H_White,H_AfricanAmerican,H_AmerIndian_Alaska,H_Asian,H_Hawaiian_Pacific,H_OtherRace,H_TwoOrMore_Races,Pop_Occ_HUnits,H_1P,H_2P,H_3P,H_4P,H_5P,H_6P,H_7MP,Owner_Occupied,Owner_Child_U18,Owner_NoChild_U18,Renter_Occupied,Renter_Child_U18,Renter_NoChild_U18,VacancyStatus_A,VacancyStatus_NA
"400 block seneca tpke w, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400 block smith st, Syracuse, NY",12,0,8,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,24,3,6,3,0,0,0,0,12,1,11,0,0,0,0,0
"400 block solar st, Syracuse, NY",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"400 block south av, Syracuse, NY",31,12,9,2,20,12,7,0,0,0,0,0,5,7,24,0,0,0,0,0,58,13,11,6,0,1,0,0,11,2,9,20,3,17,0,12
"400 block spencer st, Syracuse, NY",42,10,0,0,42,10,9,0,0,0,0,0,1,33,0,0,6,0,0,3,52,32,10,0,0,0,0,0,0,0,0,42,0,42,1,9
"400 block stafford av, Syracuse, NY",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"400 block sterling av, Syracuse, NY",33,0,0,1,32,0,0,0,0,0,0,0,0,1,27,1,0,0,2,2,56,20,7,4,0,2,0,0,1,1,0,32,10,22,0,0
"400 block stolp av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400 block sunset av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400 block temple st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400 block thurber st, Syracuse, NY",664,18,15,8,641,18,18,0,0,0,0,0,0,271,207,5,150,0,4,27,1166,287,284,71,15,4,3,0,23,6,17,641,96,545,1,17
"400 block tompkins st, Syracuse, NY",26,0,7,4,15,0,0,0,0,0,0,0,0,24,2,0,0,0,0,0,60,9,6,7,3,0,1,0,11,4,7,15,4,11,0,0
"400 block tully st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400 block ulster st, Syracuse, NY",84,7,24,9,51,7,4,0,1,0,1,0,1,82,2,0,0,0,0,0,177,28,35,11,6,2,2,0,33,4,29,51,9,42,0,7
"400 block university av, Syracuse, NY",4,13,1,1,2,13,0,0,0,0,0,0,13,1,3,0,0,0,0,0,9,1,2,0,1,0,0,0,2,0,2,2,0,2,0,13
"400 block warren st s, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400 block washington st e, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400 block westcott st, Syracuse, NY",66,1,22,5,39,1,0,1,0,0,0,0,0,55,4,0,6,0,1,0,194,8,17,23,10,6,1,1,27,14,13,39,4,35,0,1
"400 block whittier av, Syracuse, NY",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"400 block willis av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400 block wolf st, Syracuse, NY",20,0,0,6,14,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,40,10,6,1,2,0,0,1,6,1,5,14,2,12,0,0
"400 block wyoming st, Syracuse, NY",7,7,0,0,7,7,6,0,0,0,0,0,1,5,2,0,0,0,0,0,13,4,1,1,1,0,0,0,0,0,0,7,2,5,0,7
"4000 block salina st s, Syracuse, NY",255,24,50,23,182,24,11,1,1,1,0,0,10,207,39,1,3,0,0,5,366,194,34,16,4,3,3,1,73,14,59,182,1,181,0,24
"4100 block genesee st e, Syracuse, NY",53,4,20,11,22,4,3,0,0,0,0,0,1,8,43,2,0,0,0,0,132,16,12,14,7,3,0,1,31,9,22,22,10,12,0,4
"4100 block salina st s, Syracuse, NY",16,2,7,2,7,2,2,0,0,0,0,0,0,8,8,0,0,0,0,0,38,4,6,4,1,0,1,0,9,0,9,7,4,3,0,2
"4300 block salina st s, Syracuse, NY",29,4,13,4,12,4,0,0,0,0,0,0,4,12,16,1,0,0,0,0,68,12,6,2,7,2,0,0,17,6,11,12,5,7,0,4
"4500 block salina st s, Syracuse, NY",129,9,0,0,129,9,8,1,0,0,0,0,0,15,108,0,0,0,0,6,270,60,28,21,11,7,2,0,0,0,0,129,56,73,0,9
"4600 block salina st s, Syracuse, NY",58,5,33,17,8,5,0,0,1,0,0,0,4,42,15,1,0,0,0,0,132,18,21,7,9,3,0,0,50,11,39,8,2,6,0,5
"4700 block onondaga blvd, Syracuse, NY",10,0,4,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,27,2,4,1,1,2,0,0,10,3,7,0,0,0,0,0
"500 block allen st, Syracuse, NY",80,20,24,15,41,20,10,0,0,0,3,0,7,39,37,1,1,0,0,2,224,19,25,9,14,7,5,1,39,13,26,41,21,20,2,18
"500 block avery av, Syracuse, NY",85,9,29,22,34,9,1,0,2,0,0,0,6,80,3,0,0,0,0,2,173,37,27,10,6,3,1,1,51,12,39,34,6,28,0,9
"500 block beattie st, Syracuse, NY",32,2,13,5,14,2,1,0,0,0,1,0,0,2,28,1,1,0,0,0,107,3,11,7,7,1,1,2,18,5,13,14,10,4,0,2
"500 block boyden st, Syracuse, NY",79,4,38,18,23,4,0,0,2,0,0,0,2,67,10,1,0,0,1,0,177,28,28,8,7,7,1,0,56,15,41,23,11,12,0,4
"500 block brattle rd, Syracuse, NY",35,0,14,8,13,0,0,0,0,0,0,0,0,32,1,1,0,0,0,1,82,11,12,5,4,2,1,0,22,10,12,13,1,12,0,0
"500 block bryant av, Syracuse, NY",37,2,9,5,23,2,1,0,0,0,0,0,1,34,2,0,0,0,0,1,91,12,13,6,2,1,0,3,14,0,14,23,10,13,0,2
"500 block burnet av, Syracuse, NY",75,24,5,8,62,24,5,0,0,0,0,0,19,51,17,0,3,0,2,2,165,38,9,13,10,1,3,1,13,3,10,62,21,41,2,22
"500 block burt st, Syracuse, NY",53,1,0,1,52,1,0,0,0,0,0,0,1,1,48,0,0,0,4,0,107,22,18,6,4,3,0,0,1,0,1,52,26,26,1,0
"500 block catherine st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500 block clarendon st, Syracuse, NY",104,5,40,9,55,5,3,0,0,1,0,0,1,94,4,0,6,0,0,0,301,21,31,18,15,12,6,1,49,16,33,55,4,51,0,5
"500 block clinton st s, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500 block colvin st w, Syracuse, NY",2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0
"500 block comstock av, Syracuse, NY",146,9,21,10,115,9,3,2,1,0,3,0,0,82,29,0,24,0,3,8,214,101,32,6,6,0,0,1,31,1,30,115,9,106,2,7
"500 block cortland av, Syracuse, NY",6,9,0,1,5,9,6,2,0,0,0,0,1,1,5,0,0,0,0,0,22,1,2,0,0,1,2,0,1,0,1,5,3,2,3,6
"500 block court st, Syracuse, NY",56,4,5,2,49,4,3,0,0,0,0,0,1,40,6,2,1,0,4,3,102,28,19,3,3,3,0,0,7,0,7,49,6,43,1,3
"500 block crossett st, Syracuse, NY",115,6,65,15,35,6,2,0,0,0,0,0,4,98,13,0,0,0,4,0,293,34,29,26,16,6,2,2,80,23,57,35,19,16,1,5
"500 block crouse av s, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500 block cumberland av, Syracuse, NY",44,3,18,4,22,3,1,0,0,0,1,0,1,36,5,0,3,0,0,0,113,6,15,18,3,1,1,0,22,8,14,22,3,19,0,3
"500 block delaware st, Syracuse, NY",33,7,3,2,28,7,6,0,1,0,0,0,0,11,13,5,0,0,1,3,132,4,5,6,7,2,4,5,5,3,2,28,23,5,2,5
"500 block erie blvd e, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500 block erie blvd w, Syracuse, NY",131,12,0,5,126,12,9,0,0,0,0,0,3,22,87,1,0,0,13,8,375,17,39,46,15,8,2,4,5,2,3,126,90,36,0,12
"500 block franklin st s, Syracuse, NY",37,4,1,0,36,4,4,0,0,0,0,0,0,32,1,0,3,0,0,1,52,24,11,2,0,0,0,0,1,0,1,36,1,35,0,4
"500 block garfield av, Syracuse, NY",46,5,28,9,9,5,0,0,3,0,0,0,2,38,6,0,0,0,0,2,92,21,13,4,7,1,0,0,37,9,28,9,2,7,0,5
"500 block genesee st e, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500 block gifford st, Syracuse, NY",87,19,17,6,64,19,13,0,3,0,0,0,3,36,35,2,0,0,10,4,285,19,13,20,11,14,6,4,23,11,12,64,39,25,4,15
"500 block grand av, Syracuse, NY",49,0,4,2,43,0,0,0,0,0,0,0,0,37,1,2,4,0,1,4,137,16,5,16,4,5,2,1,6,3,3,43,0,43,0,0
"500 block hamilton st, Syracuse, NY",28,1,9,6,13,1,1,0,0,0,0,0,0,28,0,0,0,0,0,0,57,14,7,3,2,0,2,0,15,3,12,13,3,10,0,1
"500 block hawley av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500 block helen st, Syracuse, NY",31,2,14,6,11,2,1,0,0,0,0,0,1,24,2,2,1,0,0,2,67,13,10,3,2,2,0,1,20,3,17,11,3,8,0,2
"500 block herkimer st, Syracuse, NY",41,1,10,10,21,1,1,0,0,0,0,0,0,38,1,1,0,0,0,1,86,19,12,3,3,3,0,1,20,6,14,21,5,16,0,1
"500 block hixson av, Syracuse, NY",65,3,14,6,45,3,0,0,0,0,0,0,3,58,3,0,1,0,0,3,139,25,24,6,4,4,2,0,20,6,14,45,8,37,0,3
"500 block james st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500 block jamesville av, Syracuse, NY",40,2,26,12,2,2,1,0,0,1,0,0,0,30,8,1,1,0,0,0,79,16,14,6,3,1,0,0,38,7,31,2,1,1,0,2
"500 block kirkpatrick st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500 block lemoyne av, Syracuse, NY",78,13,9,11,58,13,1,0,4,0,0,0,8,69,4,1,1,0,0,3,184,23,24,14,14,3,0,0,20,7,13,58,22,36,0,13
"500 block lynch av, Syracuse, NY",25,0,21,4,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,63,4,10,7,2,2,0,0,25,8,17,0,0,0,0,0
"500 block marcellus st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500 block meadowbrook dr, Syracuse, NY",72,1,39,32,1,1,1,0,0,0,0,0,0,66,4,0,2,0,0,0,135,33,25,7,4,3,0,0,71,10,61,1,0,1,0,1
"500 block northcliffe rd, Syracuse, NY",138,10,65,31,42,10,2,0,0,2,1,0,5,117,11,1,2,0,2,5,312,45,49,18,18,6,1,1,96,25,71,42,17,25,0,10
"500 block nottingham rd, Syracuse, NY",13,1,10,3,0,1,0,0,0,0,0,0,1,12,0,0,1,0,0,0,22,6,5,2,0,0,0,0,13,1,12,0,0,0,0,1
"500 block oakwood av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500 block onondaga av w, Syracuse, NY",53,5,12,3,38,5,3,1,0,1,0,0,0,8,41,1,0,0,1,2,136,19,12,4,13,2,2,1,15,7,8,38,17,21,0,5
"500 block onondaga st w, Syracuse, NY",22,8,5,5,12,8,2,0,0,0,0,0,6,0,21,0,0,0,1,0,67,7,2,4,4,2,3,0,10,2,8,12,8,4,0,8
"500 block ostrander av w, Syracuse, NY",20,2,11,5,4,2,0,0,1,0,0,0,1,13,5,1,0,0,1,0,48,8,5,2,3,1,0,1,16,3,13,4,1,3,0,2
"500 block park av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500 block park st, Syracuse, NY",27,9,8,3,16,9,8,0,0,0,0,0,1,18,6,0,2,0,1,0,67,10,7,3,3,2,2,0,11,4,7,16,6,10,0,9
"500 block plum st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500 block plymouth dr, Syracuse, NY",64,3,37,23,4,3,0,0,1,0,0,0,2,57,3,2,0,0,1,1,142,20,25,7,9,3,0,0,60,15,45,4,2,2,0,3
"500 block pond st, Syracuse, NY",34,11,3,6,25,11,1,1,2,0,0,0,7,18,10,0,4,0,1,1,112,11,4,5,4,4,1,5,9,2,7,25,16,9,0,11
"500 block prospect av, Syracuse, NY",11,13,1,1,9,13,1,0,0,0,0,0,12,6,1,0,4,0,0,0,33,2,3,1,3,2,0,0,2,0,2,9,6,3,0,13
"500 block richmond av, Syracuse, NY",13,13,3,2,8,13,0,7,4,2,0,0,0,13,0,0,0,0,0,0,44,1,3,4,2,1,2,0,5,4,1,8,3,5,0,13
"500 block rowland st, Syracuse, NY",14,1,2,4,8,1,0,1,0,0,0,0,0,6,3,1,0,0,2,2,41,5,3,1,2,0,2,1,6,2,4,8,5,3,0,1
"500 block salina st n, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500 block salina st s, Syracuse, NY",2,18,0,0,2,18,5,0,0,0,0,0,13,2,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,2,0,2,0,18
"500 block seneca tpke w, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500 block solar st, Syracuse, NY",2,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0
"500 block south av, Syracuse, NY",4,1,1,1,2,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,4,4,0,0,0,0,0,0,2,0,2,2,0,2,0,1
"500 block spring st, Syracuse, NY",35,3,10,8,17,3,2,0,1,0,0,0,0,26,3,1,0,0,2,3,73,16,8,5,4,2,0,0,18,1,17,17,6,11,0,3
"500 block state st s, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500 block stinard av, Syracuse, NY",25,1,19,4,2,1,0,0,0,1,0,0,0,24,0,0,0,0,0,1,57,5,14,3,2,0,0,1,23,3,20,2,1,1,0,1
"500 block tennyson av, Syracuse, NY",37,3,8,3,26,3,0,0,1,0,0,0,2,35,2,0,0,0,0,0,71,20,7,7,1,0,2,0,11,2,9,26,7,19,0,3
"500 block tompkins st, Syracuse, NY",84,5,19,12,53,5,3,0,0,0,0,0,2,79,2,0,2,0,0,1,164,34,31,12,3,4,0,0,31,2,29,53,10,43,0,5
"500 block townsend st n, Syracuse, NY",30,7,1,5,24,7,3,1,0,0,0,0,3,15,9,2,2,0,2,0,77,13,4,6,1,3,2,1,6,0,6,24,11,13,0,7
"500 block townsend st s, Syracuse, NY",14,0,2,1,11,0,0,0,0,0,0,0,0,9,0,0,4,0,0,1,38,6,2,2,1,1,1,1,3,2,1,11,4,7,0,0
"500 block turtle st, Syracuse, NY",14,2,0,2,12,2,1,0,0,0,0,1,0,10,2,0,1,0,0,1,35,5,2,4,2,0,1,0,2,1,1,12,5,7,0,2
"500 block ulster st, Syracuse, NY",133,8,40,27,66,8,2,0,0,1,1,0,4,124,4,2,1,0,0,2,245,60,47,19,3,2,2,0,67,14,53,66,6,60,0,8
"500 block valley dr, Syracuse, NY",31,5,12,1,18,5,0,1,2,0,0,0,2,15,15,1,0,0,0,0,65,12,11,3,3,2,0,0,13,5,8,18,5,13,0,5
"500 block vine st, Syracuse, NY",35,3,11,2,22,3,1,0,0,0,0,0,2,22,9,0,1,0,1,2,81,17,4,9,2,1,0,2,13,4,9,22,3,19,0,3
"500 block walnut av, Syracuse, NY",34,5,0,0,34,5,3,0,0,0,0,0,2,17,16,0,0,0,1,0,42,27,6,1,0,0,0,0,0,0,0,34,2,32,1,4
"500 block wescott st, Syracuse, NY",50,4,21,5,24,4,0,0,1,0,1,0,2,38,10,0,0,0,1,1,129,11,20,8,5,4,1,1,26,9,17,24,6,18,0,4
"500 block west st s, Syracuse, NY",0,84,0,0,0,84,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
"500 block willow st e, Syracuse, NY",34,31,4,1,29,31,15,0,1,2,0,0,13,23,4,0,7,0,0,0,86,16,8,2,3,1,2,2,5,0,5,29,9,20,2,29
"500 block wolcott av, Syracuse, NY",22,2,14,7,1,2,0,0,1,0,1,0,0,20,1,0,1,0,0,0,38,10,9,2,1,0,0,0,21,3,18,1,0,1,0,2
"5200 block salina st s, Syracuse, NY",25,4,1,0,24,4,4,0,0,0,0,0,0,7,8,0,9,0,0,1,62,11,3,4,3,3,1,0,1,0,1,24,13,11,0,4
"5500 block salina st s, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5800 block salina st s, Syracuse, NY",13,1,8,5,0,1,0,1,0,0,0,0,0,12,0,0,0,0,0,1,32,1,8,2,1,1,0,0,13,3,10,0,0,0,0,1
"600 block ash st, Syracuse, NY",53,7,11,6,36,7,6,0,0,0,0,0,1,25,5,0,19,0,0,4,144,18,10,9,8,6,0,2,17,4,13,36,19,17,0,7
"600 block barnes av, Syracuse, NY",29,1,0,0,29,1,1,0,0,0,0,0,0,8,20,0,0,0,0,1,76,8,6,7,5,3,0,0,0,0,0,29,15,14,0,1
"600 block bear st, Syracuse, NY",82,15,13,6,63,15,6,0,1,0,1,0,7,63,7,3,1,0,0,8,190,33,21,11,10,2,3,2,19,5,14,63,21,42,0,15
"600 block beech st s, Syracuse, NY",12,0,10,1,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,28,2,6,2,2,0,0,0,11,2,9,1,1,0,0,0
"600 block bellevue av, Syracuse, NY",26,7,15,4,7,7,3,0,0,1,0,0,3,10,14,1,0,0,1,0,64,6,8,8,3,0,1,0,19,7,12,7,2,5,1,6
"600 block burnet av, Syracuse, NY",55,5,4,5,46,5,3,0,0,0,0,0,2,28,16,3,3,0,3,2,139,20,12,9,8,3,1,2,9,3,6,46,19,27,0,5
"600 block butternut st, Syracuse, NY",26,5,4,2,20,5,1,0,0,0,0,0,4,19,5,0,0,0,0,2,57,11,10,1,0,1,3,0,6,1,5,20,6,14,0,5
"600 block cannon st, Syracuse, NY",69,22,12,6,51,22,10,0,0,1,1,0,10,7,59,0,0,0,1,2,224,16,13,13,8,10,5,4,18,5,13,51,38,13,2,20
"600 block carbon st, Syracuse, NY",99,28,17,9,73,28,12,1,0,1,2,0,12,18,68,0,9,0,1,3,338,22,16,20,13,10,11,7,26,9,17,73,53,20,2,26
"600 block catherine st, Syracuse, NY",108,60,9,11,88,60,12,0,1,0,0,0,47,62,18,2,22,0,2,2,287,42,21,11,16,7,6,5,20,6,14,88,30,58,0,60
"600 block colvin st w, Syracuse, NY",55,2,37,11,7,2,0,0,0,0,0,0,2,46,9,0,0,0,0,0,118,20,22,5,4,2,1,1,48,11,37,7,0,7,0,2
"600 block comstock av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600 block court st, Syracuse, NY",43,0,0,0,43,0,0,0,0,0,0,0,0,33,6,0,1,0,1,2,50,36,7,0,0,0,0,0,0,0,0,43,1,42,0,0
"600 block erie blvd w, Syracuse, NY",93,16,9,5,79,16,7,0,1,0,0,0,8,60,20,0,3,0,5,5,212,38,23,13,10,5,4,0,14,3,11,79,25,54,3,13
"600 block euclid av, Syracuse, NY",72,3,29,15,28,3,0,0,1,0,0,0,2,64,4,0,2,0,0,2,166,22,23,14,10,2,1,0,44,12,32,28,7,21,0,3
"600 block geddes st n, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600 block geddes st s, Syracuse, NY",19,4,2,3,14,4,2,0,0,0,0,0,2,11,5,1,0,0,2,0,50,4,6,5,2,1,1,0,5,2,3,14,7,7,0,4
"600 block genesee st e, Syracuse, NY",8,6,0,0,8,6,2,0,0,0,0,0,4,3,2,0,0,0,1,2,18,3,2,1,2,0,0,0,0,0,0,8,2,6,0,6
"600 block genesee st w, Syracuse, NY",21,6,2,1,18,6,2,0,0,0,0,0,4,13,3,0,2,0,1,2,44,10,3,5,2,1,0,0,3,0,3,18,4,14,0,6
"600 block gifford st, Syracuse, NY",43,4,3,6,34,4,0,0,0,0,0,0,4,21,9,0,0,0,10,3,137,7,10,10,5,9,0,2,9,2,7,34,18,16,1,3
"600 block hamilton st, Syracuse, NY",12,2,2,1,9,2,2,0,0,0,0,0,0,10,0,1,0,0,1,0,25,5,2,4,1,0,0,0,3,0,3,9,3,6,0,2
"600 block helen st, Syracuse, NY",31,2,12,8,11,2,1,0,0,0,0,0,1,28,0,0,2,0,0,1,75,7,13,5,3,3,0,0,20,5,15,11,3,8,0,2
"600 block hiawatha blvd w, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600 block hiawatha blvd, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600 block james st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600 block kirkpatrick st, Syracuse, NY",20,7,8,1,11,7,0,0,0,0,0,0,7,14,4,0,2,0,0,0,60,4,9,3,0,0,1,3,9,3,6,11,6,5,0,7
"600 block lafayette av w, Syracuse, NY",17,1,5,2,10,1,0,0,0,0,0,0,1,0,15,0,0,0,2,0,36,7,5,2,2,1,0,0,7,1,6,10,4,6,0,1
"600 block lemoyne av, Syracuse, NY",53,9,7,8,38,9,9,0,0,0,0,0,0,31,10,0,8,0,0,4,127,17,20,8,3,2,0,3,15,2,13,38,16,22,1,8
"600 block lodi st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600 block mcbride st n, Syracuse, NY",24,15,3,1,20,15,0,0,0,1,0,0,14,17,4,0,2,0,0,1,64,9,6,3,2,2,1,1,4,0,4,20,8,12,0,15
"600 block mountainview av, Syracuse, NY",140,3,24,10,106,3,0,0,0,0,0,0,3,58,70,0,4,2,2,4,270,63,48,18,4,4,2,1,34,8,26,106,23,83,0,3
"600 block newell st w, Syracuse, NY",128,31,64,11,53,31,9,0,2,0,1,0,19,26,95,1,0,0,1,5,369,30,33,19,26,12,5,3,75,26,49,53,34,19,3,28
"600 block oak st, Syracuse, NY",51,6,5,2,44,6,2,0,0,0,0,0,4,34,11,1,3,0,1,1,136,14,12,8,13,2,2,0,7,3,4,44,18,26,0,6
"600 block oneida st, Syracuse, NY",19,6,5,2,12,6,6,0,0,0,0,0,0,1,18,0,0,0,0,0,58,4,3,6,3,2,0,1,7,4,3,12,9,3,0,6
"600 block onondaga st w, Syracuse, NY",43,37,9,4,30,37,33,1,0,1,0,0,2,10,22,3,0,0,6,2,101,21,9,2,5,3,1,2,13,3,10,30,11,19,2,35
"600 block park av, Syracuse, NY",34,6,1,7,26,6,2,0,0,0,0,0,4,23,10,0,0,0,1,0,59,19,10,2,2,0,1,0,8,0,8,26,4,22,1,5
"600 block park st, Syracuse, NY",77,11,15,4,58,11,2,1,1,0,0,0,7,33,19,0,16,0,2,7,200,23,26,8,11,4,2,3,19,10,9,58,25,33,0,11
"600 block salina st n, Syracuse, NY",24,0,0,0,24,0,0,0,0,0,0,0,0,14,2,0,7,0,1,0,43,17,3,1,1,1,0,1,0,0,0,24,3,21,0,0
"600 block salina st s, Syracuse, NY",0,6,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"600 block salisbury park dr, Syracuse, NY",21,2,17,3,1,2,0,0,0,0,0,0,2,16,3,0,1,0,0,1,46,6,10,2,2,0,1,0,20,6,14,1,0,1,0,2
"600 block salt springs rd, Syracuse, NY",16,2,11,3,2,2,1,0,1,0,0,0,0,4,9,0,3,0,0,0,31,6,6,3,1,0,0,0,14,3,11,2,0,2,0,2
"600 block schuyler st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600 block scoville av, Syracuse, NY",67,4,26,14,27,4,1,0,1,0,1,0,1,56,8,0,1,0,1,1,169,22,16,17,5,2,1,4,40,15,25,27,8,19,0,4
"600 block second north st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600 block sedgwick dr, Syracuse, NY",63,3,37,14,12,3,0,0,0,0,1,0,2,54,8,0,0,0,0,1,159,13,25,15,4,3,2,1,51,16,35,12,6,6,0,3
"600 block seneca tpke w, Syracuse, NY",16,3,8,2,6,3,0,0,0,0,0,0,3,9,6,0,0,0,0,1,41,7,2,3,1,1,2,0,10,3,7,6,3,3,0,3
